,name,ratings
0,Joe Biden,"[0.610357403755188, 0.6376631259918213, 0.7663711309432983, 0.7193682789802551, 0.7540547251701355, 0.6303468346595764, 0.7093149423599243, 0.6796948909759521, 0.781679093837738, 0.6802591681480408, 0.8284273147583008, 0.6420498490333557, 0.5632431507110596, 0.672359824180603, 0.6163281202316284, 0.7646132111549377, 0.4665009081363678, 0.8169835209846497, 0.7162178158760071, 0.683650553226471, 0.8363248705863953, 0.7621154189109802, 0.5097994804382324, 0.6354996562004089, 0.5879858136177063, 0.8819718360900879, 0.8919872045516968, 0.7850412130355835, 0.511408805847168, 0.46844226121902466, 0.8213536739349365, 0.5918346047401428, 0.5292677879333496, 0.7309157252311707, 0.7302334904670715, 0.7470041513442993, 0.7124981880187988, 0.6864569187164307, 0.8457521796226501, 0.8253759145736694, 0.8048255443572998, 0.8028813004493713, 0.7624651193618774, 0.8245385885238647, 0.6326600313186646, 0.4022994637489319, 0.8683416843414307, 0.8131153583526611, 0.7688694596290588, 0.4295104146003723, 0.6781742572784424, 0.3672219514846802, 0.6343854069709778, 0.8515101671218872, 0.7894073724746704, 0.5462080240249634, 0.6885812878608704, 0.5779540538787842, 0.5087692737579346, 0.7104645371437073, 0.7745845913887024, 0.6081507205963135, 0.4510669708251953, 0.8095821738243103, 0.7678935527801514, 0.6732990145683289, 0.5805910229682922, 0.6428382396697998, 0.7257633209228516, 0.6288330554962158, 0.63929682970047, 0.8256845474243164, 0.5714531540870667, 0.5985813140869141, 0.6092664003372192, 0.7661606669425964, 0.8346256613731384, 0.6389060020446777, 0.7652052044868469, 0.5464245676994324, 0.28610122203826904, 0.5842322707176208, 0.5717052817344666, 0.7631933689117432, 0.5223829746246338, 0.5327054262161255, 0.5123677849769592, 0.652005136013031, 0.648199737071991, 0.7532243132591248, 0.8190212249755859, 0.6172089576721191, 0.8439725041389465, 0.8661016821861267, 0.8005332946777344, 0.7296826243400574, 0.47392538189888, 0.5858049392700195, 0.625684380531311, 0.7508227825164795]"
1,Donald Trump,"[0.6390513181686401, 0.29716262221336365, 0.025221098214387894, 0.7064135074615479, 0.4038110673427582, 0.5644253492355347, 0.30209121108055115, 0.7622623443603516, 0.40713343024253845, 0.12288981676101685, 0.5814973711967468, 0.8497198224067688, 0.5239242315292358, 0.6238611936569214, 0.6354774832725525, 0.5105774402618408, 0.6824321150779724, 0.45547664165496826, 0.7638502717018127, 0.1024756208062172, 0.31387093663215637, 0.3736061155796051, 0.3385392725467682, 0.25439777970314026, 0.5358419418334961, 0.41667866706848145, 0.5342625975608826, 0.26816728711128235, 0.31876394152641296, 0.46859732270240784, 0.612274706363678, 0.4983198046684265, 0.6403459906578064, 0.8133525848388672, 0.5110051035881042, 0.39236125349998474, 0.8007060289382935, 0.24736866354942322, 0.8226636052131653, 0.17654933035373688, 0.6684890985488892, 0.2831234633922577, 0.4526022672653198, 0.5908340811729431, 0.8925400376319885, 0.5180846452713013, 0.3320053517818451, 0.4720859229564667, 0.6014054417610168, 0.4140229821205139, 0.1844426691532135, 0.66147381067276, 0.5616041421890259, 0.3167945444583893, 0.46291276812553406, 0.7259268760681152, 0.5036696195602417, 0.7635700702667236, 0.27671146392822266, 0.8499842882156372, 0.7564709186553955, 0.619285523891449, 0.47812655568122864, 0.6994906067848206, 0.3335927426815033, 0.5367282629013062, 0.7335047721862793, 0.05111012980341911, 0.6157293319702148, 0.6496585607528687, 0.356547474861145, 0.6226644515991211, 0.5856478214263916, 0.511926531791687, 0.6089171171188354, 0.3564669191837311, 0.5053070783615112, 0.4584418833255768, 0.4655762314796448, 0.4237120449542999, 0.42811810970306396, 0.41597121953964233, 0.2555706799030304, 0.5507015585899353, 0.6075897216796875, 0.45297399163246155, 0.34532976150512695, 0.6262605786323547, 0.05440694838762283, 0.500917375087738, 0.7935117483139038, 0.5028121471405029, 0.22622236609458923, 0.5223543047904968, 0.61601322889328, 0.8166855573654175, 0.6019095182418823, 0.1724517047405243, 0.2936476171016693, 0.12560544908046722]"
2,Barack Obama,"[0.7993332743644714, 0.7492551207542419, 0.8747057914733887, 0.8363173007965088, 0.8950226902961731, 0.8698840141296387, 0.6184822916984558, 0.7844828963279724, 0.863111674785614, 0.8089696168899536, 0.8304347991943359, 0.6551909446716309, 0.810297966003418, 0.776544988155365, 0.8336030840873718, 0.7809105515480042, 0.8218697905540466, 0.8229685425758362, 0.786582350730896, 0.8207328915596008, 0.5888227820396423, 0.7708078622817993, 0.7622343897819519, 0.5462660789489746, 0.6374775767326355, 0.8392214179039001, 0.7120336890220642, 0.7964345812797546, 0.8911860585212708, 0.6691209077835083, 0.8505227565765381, 0.6986477375030518, 0.8976717591285706, 0.7617194652557373, 0.8496589660644531, 0.815619170665741, 0.7400372624397278, 0.8197762370109558, 0.7050337195396423, 0.8521293997764587, 0.6103320121765137, 0.7356511354446411, 0.8782236576080322, 0.5948394536972046, 0.6604415774345398, 0.7161769866943359, 0.8643564581871033, 0.8634036779403687, 0.7504910826683044, 0.7605912685394287, 0.8006962537765503, 0.8538097143173218, 0.7090659141540527, 0.5476298332214355, 0.6477777361869812, 0.7564106583595276, 0.6821329593658447, 0.8434832692146301, 0.852046012878418, 0.7418869137763977, 0.6979554891586304, 0.8497951030731201, 0.775530219078064, 0.8801785111427307, 0.7361654043197632, 0.8164947032928467, 0.6184717416763306, 0.8497551083564758, 0.7714481949806213, 0.624374508857727, 0.9431584477424622, 0.6513760089874268, 0.8827134966850281, 0.8480724096298218, 0.6130911707878113, 0.8457872867584229, 0.6095638871192932, 0.8671253323554993, 0.8732422590255737, 0.7806854248046875, 0.5373987555503845, 0.8741710186004639, 0.4664965569972992, 0.8886361718177795, 0.9192693829536438, 0.7757290005683899, 0.8464532494544983, 0.8768238425254822, 0.8549347519874573, 0.7564651370048523, 0.6088235974311829, 0.729572594165802, 0.4309602975845337, 0.5906160473823547, 0.7008724808692932, 0.8074811100959778, 0.7596657872200012, 0.7013824582099915, 0.8532432317733765, 0.7731711864471436]"
3,George W. Bush,"[0.2936815321445465, 0.5204611420631409, 0.8100569844245911, 0.5290611386299133, 0.26584842801094055, 0.7435954809188843, 0.5835055708885193, 0.660358190536499, 0.5801407694816589, 0.23984214663505554, 0.30260324478149414, 0.1338949352502823, 0.4628317058086395, 0.2572423815727234, 0.26994967460632324, 0.5912978649139404, 0.7906087636947632, 0.3059914708137512, 0.8105524182319641, 0.37104350328445435, 0.5671826601028442, 0.699312686920166, 0.7064735293388367, 0.6062884330749512, 0.46538740396499634, 0.5902442336082458, 0.43778643012046814, 0.44562849402427673, 0.6908693909645081, 0.5576614737510681, 0.7439681887626648, 0.6042288541793823, 0.7412265539169312, 0.6931993961334229, 0.2887115776538849, 0.8408007025718689, 0.6012982130050659, 0.49627959728240967, 0.6540516018867493, 0.868708074092865, 0.5369892716407776, 0.7553463578224182, 0.5956984758377075, 0.6464649438858032, 0.6261791586875916, 0.6939871311187744, 0.4665622413158417, 0.7146363854408264, 0.598311185836792, 0.6918694376945496, 0.48199403285980225, 0.48839738965034485, 0.6010991930961609, 0.6822637319564819, 0.2659511864185333, 0.6985977292060852, 0.5584350228309631, 0.699949324131012, 0.47706538438796997, 0.6633774042129517, 0.603499174118042, 0.49336034059524536, 0.2051708698272705, 0.38544365763664246, 0.6382853388786316, 0.31563058495521545, 0.6590396761894226, 0.4767167866230011, 0.6706638932228088, 0.49713876843452454, 0.5568203926086426, 0.6515958905220032, 0.5761741399765015, 0.6551860570907593, 0.8372529149055481, 0.7702583074569702, 0.6970317363739014, 0.8136381506919861, 0.872126579284668, 0.5157412886619568, 0.5724509954452515, 0.329584538936615, 0.5710084438323975, 0.6876873970031738, 0.7095129489898682, 0.6853614449501038, 0.7287446856498718, 0.607149600982666, 0.6907957196235657, 0.7402119040489197, 0.6396690607070923, 0.42618292570114136, 0.5529447197914124, 0.37620672583580017, 0.4695766866207123, 0.8224133849143982, 0.8244298100471497, 0.6682364344596863, 0.3168449103832245, 0.779954195022583]"
4,Bill Clinton,"[0.46439599990844727, 0.5697802901268005, 0.5232803821563721, 0.4577907919883728, 0.4608787000179291, 0.4743322730064392, 0.6015194654464722, 0.20773078501224518, 0.47857531905174255, 0.3132540285587311, 0.5466263890266418, 0.5225860476493835, 0.5248557925224304, 0.2742898762226105, 0.6129857301712036, 0.37924304604530334, 0.6902392506599426, 0.2603292465209961, 0.34839165210723877, 0.29011356830596924, 0.2597522437572479, 0.2292642593383789, 0.6558383703231812, 0.16225378215312958, 0.5386517643928528, 0.5577384233474731, 0.5791758298873901, 0.2387848198413849, 0.5671756267547607, 0.2033953070640564, 0.12073802947998047, 0.8239603042602539, 0.35201528668403625, 0.16935278475284576, 0.5235202312469482, 0.7983075976371765, 0.8026493787765503, 0.22647324204444885, 0.41611775755882263, 0.8197240233421326, 0.7614045143127441, 0.26779818534851074, 0.40916141867637634, 0.3764770030975342, 0.5392617583274841, 0.190332293510437, 0.35102492570877075, 0.6772579550743103, 0.470708966255188, 0.2575119137763977, 0.7471632361412048, 0.40926650166511536, 0.3669687807559967, 0.4658535420894623, 0.6304042935371399, 0.2692751884460449, 0.6104602813720703, 0.5711205005645752, 0.7206950783729553, 0.368049681186676, 0.5360602140426636, 0.3774382770061493, 0.6854004859924316, 0.3249255418777466, 0.6441525220870972, 0.5722028613090515, 0.6145501136779785, 0.38797786831855774, 0.43865713477134705, 0.572608470916748, 0.22163783013820648, 0.7333481311798096, 0.6878983378410339, 0.5769745111465454, 0.7346479892730713, 0.5765650272369385, 0.36418548226356506, 0.8390728235244751, 0.6200313568115234, 0.6191328763961792, 0.5445043444633484, 0.38156402111053467, 0.4724300503730774, 0.44154345989227295, 0.6109395027160645, 0.4558883011341095, 0.7528883218765259, 0.5575608611106873, 0.3529466986656189, 0.17480254173278809, 0.3436952531337738, 0.5677127838134766, 0.3237442076206207, 0.05634694918990135, 0.520524263381958, 0.6688658595085144, 0.4874432682991028, 0.36998146772384644, 0.2655235528945923, 0.42623379826545715]"
5,George H. W. Bush,"[0.8371616005897522, 0.8328453302383423, 0.8925424814224243, 0.8730957508087158, 0.70497065782547, 0.9385367035865784, 0.6909274458885193, 0.8399744629859924, 0.8319926857948303, 0.6822072267532349, 0.9622247219085693, 0.605154275894165, 0.6839670538902283, 0.9128202199935913, 0.800964891910553, 0.9006156325340271, 0.7809589505195618, 0.8276287913322449, 0.833354651927948, 0.8496677279472351, 0.8567206859588623, 0.8134637475013733, 0.9148638248443604, 0.8768648505210876, 0.905417799949646, 0.8836170434951782, 0.5701678991317749, 0.6110759377479553, 0.7253965735435486, 0.8283423185348511, 0.8375477194786072, 0.5130504965782166, 0.8215378522872925, 0.7275421619415283, 0.9022265076637268, 0.4189920425415039, 0.9107286930084229, 0.8156172037124634, 0.8605903387069702, 0.894694447517395, 0.7932191491127014, 0.8968686461448669, 0.7976856827735901, 0.6861539483070374, 0.7866628170013428, 0.703839123249054, 0.8279222846031189, 0.8325705528259277, 0.6507223844528198, 0.8518545031547546, 0.7924392223358154, 0.6929824948310852, 0.5581201910972595, 0.6921411752700806, 0.6594107151031494, 0.8084813356399536, 0.5602957010269165, 0.47997212409973145, 0.7421071529388428, 0.8607784509658813, 0.7405298352241516, 0.8776425719261169, 0.8595009446144104, 0.7370833158493042, 0.9077249765396118, 0.7854996919631958, 0.8341671824455261, 0.7597553730010986, 0.8530585765838623, 0.8868790864944458, 0.8642791509628296, 0.5538245439529419, 0.8538910746574402, 0.8989265561103821, 0.7071978449821472, 0.8959454298019409, 0.7756216526031494, 0.8671356439590454, 0.6198646426200867, 0.743629515171051, 0.9269928932189941, 0.8071245551109314, 0.7383811473846436, 0.7309235334396362, 0.8150290846824646, 0.5997111797332764, 0.6391741037368774, 0.8369717001914978, 0.6161578297615051, 0.806056559085846, 0.5766933560371399, 0.7411901950836182, 0.8179119229316711, 0.7244887351989746, 0.7326443195343018, 0.9367571473121643, 0.8111917972564697, 0.9084011912345886, 0.933970034122467, 0.9384898543357849]"
6,Ronald Reagan,"[0.6763942837715149, 0.4475618600845337, 0.711230993270874, 0.8550055027008057, 0.8431746363639832, 0.514940083026886, 0.8568210601806641, 0.7250627875328064, 0.6222626566886902, 0.8406182527542114, 0.7837486267089844, 0.7117489576339722, 0.6758386492729187, 0.7223356366157532, 0.8463017344474792, 0.7572442293167114, 0.7937166094779968, 0.9410061836242676, 0.7475511431694031, 0.891304612159729, 0.8644980192184448, 0.8302023410797119, 0.6613542437553406, 0.6888976693153381, 0.8205863237380981, 0.6651338934898376, 0.646009624004364, 0.8093676567077637, 0.4934011995792389, 0.887507975101471, 0.7129740118980408, 0.9139865636825562, 0.6778602004051208, 0.6177207231521606, 0.8094857931137085, 0.7982285022735596, 0.7674093842506409, 0.8393582701683044, 0.2150082141160965, 0.9335464835166931, 0.6852537393569946, 0.9088952541351318, 0.7736911773681641, 0.8455116748809814, 0.8120356798171997, 0.8205239772796631, 0.8443271517753601, 0.48736146092414856, 0.7920701503753662, 0.6033374071121216, 0.4244721531867981, 0.6847876310348511, 0.7223284244537354, 0.7172837257385254, 0.3860255181789398, 0.9008020162582397, 0.6707310080528259, 0.6339821219444275, 0.8766060471534729, 0.8602763414382935, 0.8385783433914185, 0.38285189867019653, 0.8677969574928284, 0.5631266832351685, 0.6746948957443237, 0.8456386923789978, 0.887607216835022, 0.8004131317138672, 0.657439649105072, 0.7571354508399963, 0.6136824488639832, 0.8268573880195618, 0.9270952343940735, 0.6843677759170532, 0.5414212346076965, 0.5729736089706421, 0.8075249791145325, 0.7096350193023682, 0.7904107570648193, 0.6705308556556702, 0.5216939449310303, 0.5021833777427673, 0.870265007019043, 0.5986785888671875, 0.7360067963600159, 0.6009074449539185, 0.7747241854667664, 0.7824881076812744, 0.8184110522270203, 0.6778717041015625, 0.8291406035423279, 0.8597267270088196, 0.8885596990585327, 0.8919422626495361, 0.9367029666900635, 0.7817049026489258, 0.644853413105011, 0.7953197360038757, 0.8287795186042786, 0.6446186900138855]"
7,Jimmy Carter,"[0.6689453125, 0.8182008862495422, 0.6107926368713379, 0.6356434226036072, 0.4740940034389496, 0.7392244338989258, 0.7669469714164734, 0.8525310754776001, 0.810498833656311, 0.569216251373291, 0.8350129723548889, 0.5075667500495911, 0.6934019923210144, 0.8080623149871826, 0.5858630537986755, 0.7413087487220764, 0.7184460759162903, 0.681087851524353, 0.60003662109375, 0.8029355406761169, 0.5246365666389465, 0.6624234914779663, 0.8567672371864319, 0.6458461880683899, 0.7298133969306946, 0.45621272921562195, 0.7256745100021362, 0.6323490142822266, 0.5144112706184387, 0.7910056114196777, 0.73491370677948, 0.5314322710037231, 0.504135251045227, 0.5420188307762146, 0.36367303133010864, 0.7657435536384583, 0.6230353713035583, 0.5137760043144226, 0.43533220887184143, 0.4762572646141052, 0.29877838492393494, 0.6657260060310364, 0.6737152338027954, 0.5009034872055054, 0.7745518088340759, 0.5996776819229126, 0.4316929876804352, 0.7894212603569031, 0.745427131652832, 0.6811344027519226, 0.6375623345375061, 0.3682118356227875, 0.7324454188346863, 0.6613576412200928, 0.4149843752384186, 0.712238609790802, 0.6146537661552429, 0.8445723056793213, 0.5496740341186523, 0.48906686902046204, 0.5344807505607605, 0.5752447843551636, 0.8379284143447876, 0.7872043251991272, 0.7645557522773743, 0.30168402194976807, 0.6439876556396484, 0.6208540797233582, 0.22787761688232422, 0.2462121993303299, 0.6321496367454529, 0.6644072532653809, 0.7852247953414917, 0.7295591235160828, 0.5346235632896423, 0.6306105256080627, 0.6973922848701477, 0.7109122276306152, 0.5740381479263306, 0.48428207635879517, 0.32931432127952576, 0.5320475697517395, 0.8512037396430969, 0.8198276162147522, 0.8678852915763855, 0.8254576921463013, 0.6383492350578308, 0.7890514731407166, 0.4145534336566925, 0.5521770119667053, 0.6552844643592834, 0.5025483965873718, 0.5545276999473572, 0.8202329874038696, 0.884371817111969, 0.5709582567214966, 0.8357147574424744, 0.6617220640182495, 0.862941324710846, 0.6711280345916748]"
8,Gerald Ford,"[0.5925764441490173, 0.4791427552700043, 0.7729052305221558, 0.47604361176490784, 0.7670245170593262, 0.6493279933929443, 0.8888450860977173, 0.5446626543998718, 0.42292648553848267, 0.856292188167572, 0.6720009446144104, 0.4118328392505646, 0.2779923379421234, 0.7460055351257324, 0.5343582034111023, 0.657733678817749, 0.7337543368339539, 0.4995213449001312, 0.587838888168335, 0.8028920888900757, 0.5015465021133423, 0.7267763614654541, 0.5935971736907959, 0.631708562374115, 0.4459293484687805, 0.5988318920135498, 0.41783177852630615, 0.6662617921829224, 0.9085443615913391, 0.7637624740600586, 0.8223351240158081, 0.47451671957969666, 0.3504241406917572, 0.4575980603694916, 0.4633581042289734, 0.8685321807861328, 0.7559926509857178, 0.6330979466438293, 0.800757646560669, 0.3451826870441437, 0.8569182753562927, 0.41553786396980286, 0.7778499126434326, 0.6352005004882812, 0.7859345078468323, 0.5076379179954529, 0.6292590498924255, 0.7075372934341431, 0.7426632046699524, 0.7100486159324646, 0.6475745439529419, 0.7094395160675049, 0.5479153990745544, 0.5692838430404663, 0.7747135162353516, 0.7929428815841675, 0.6169089078903198, 0.8559513092041016, 0.8930087685585022, 0.8713516592979431, 0.5344120860099792, 0.599333643913269, 0.5027424097061157, 0.6058716177940369, 0.7535380721092224, 0.4231925308704376, 0.4954093396663666, 0.5981369614601135, 0.5211722254753113, 0.708712637424469, 0.5313589572906494, 0.5401939153671265, 0.47338753938674927, 0.7921488881111145, 0.531605064868927, 0.8169723153114319, 0.7215308547019958, 0.436702698469162, 0.57536381483078, 0.6661741137504578, 0.6875953078269958, 0.7641531825065613, 0.9004102349281311, 0.6416849493980408, 0.621497392654419, 0.5504031777381897, 0.7045234441757202, 0.4179879128932953, 0.536312997341156, 0.6849346160888672, 0.7372542023658752, 0.5808351039886475, 0.5138399600982666, 0.4334124028682709, 0.8118435144424438, 0.8665335774421692, 0.44821375608444214, 0.7561657428741455, 0.5816150903701782, 0.8297579288482666]"
9,Richard Nixon,"[0.6222783923149109, 0.2839844524860382, 0.2602269649505615, 0.20867007970809937, 0.1379442662000656, 0.3565492630004883, 0.5784152150154114, 0.11556719988584518, 0.6456381678581238, 0.14715878665447235, 0.430271178483963, 0.3680585026741028, 0.20176638662815094, 0.3395318388938904, 0.4659061133861542, 0.525450587272644, 0.614797055721283, 0.03193873167037964, 0.48025932908058167, 0.6238663792610168, 0.11425434798002243, 0.2678897976875305, 0.16688013076782227, 0.10227145254611969, 0.3218478262424469, 0.36950668692588806, 0.2797761857509613, 0.10092870891094208, 0.13076506555080414, 0.13558059930801392, 0.33893805742263794, 0.24267329275608063, 0.2900351583957672, 0.24462337791919708, 0.6687854528427124, 0.3990916907787323, 0.19905807077884674, 0.33732765913009644, 0.39922335743904114, 0.633876383304596, 0.317144513130188, 0.33610156178474426, 0.30943092703819275, 0.11753472685813904, 0.5711755156517029, 0.5348910689353943, 0.37040600180625916, 0.3584137558937073, 0.45517492294311523, 0.5317941308021545, 0.16113369166851044, 0.23226141929626465, 0.48410308361053467, 0.15402476489543915, 0.6469210386276245, 0.23497001826763153, 0.09329947084188461, 0.18379124999046326, 0.5556671619415283, 0.22032396495342255, 0.4804319441318512, 0.09097742289304733, 0.22187207639217377, 0.4968559741973877, 0.03661187365651131, 0.6041979789733887, 0.2303381860256195, 0.2253200113773346, 0.33133456110954285, 0.17540982365608215, 0.3188658654689789, 0.42848435044288635, 0.4670575261116028, 0.4481145441532135, 0.21317070722579956, 0.16006141901016235, 0.3689170479774475, 0.3853536546230316, 0.053685568273067474, 0.42231985926628113, 0.4377138316631317, 0.42290616035461426, 0.06620921939611435, 0.337728887796402, 0.14907468855381012, 0.33837613463401794, 0.1503646820783615, 0.19235944747924805, 0.33725112676620483, 0.5113212466239929, 0.20562033355236053, 0.18759167194366455, 0.3542829751968384, 0.14566193521022797, 0.3413224220275879, 0.36574116349220276, 0.17118249833583832, 0.2130320817232132, 0.5066243410110474, 0.31383901834487915]"
