,name,ratings
0,Joe Biden,"[0.7154986867681146, 0.8481620494276285, 0.5304339826107025, 0.8884488334879279, 0.8323935139924288, 0.7694217152893543, 0.756577380001545, 0.6212952779605985, 0.9476346089504659, 0.7335344245657325, 0.6115499567240477, 0.842177813872695, 0.8032314442098141, 0.8201667815446854, 0.8876329348422587, 0.6202497370541096, 0.3344467580318451, 0.8076147474348545, 0.8075556512922049, 0.6212285105139017, 0.8781689601019025, 0.8610014263540506, 0.5392832364886999, 0.8266173917800188, 0.6195408776402473, 0.9215074884705245, 0.8399754408746958, 0.9310644888319075, 0.6823528166860342, 0.44257315807044506, 0.8093928387388587, 0.8043852150440216, 0.8596463082358241, 0.8168520852923393, 0.5510434936732054, 0.8691504113376141, 0.61781270429492, 0.7915016319602728, 0.8168471101671457, 0.7901783604174852, 0.8532398082315922, 0.9151635523885489, 0.9132960545830429, 0.8341430323198438, 0.8718781666830182, 0.7285936614498496, 0.8133317325264215, 0.8162468136288226, 0.6279395036399364, 0.7490708511322737, 0.8830360933206975, 0.36900125443935394, 0.7748828772455454, 0.933245709631592, 0.8962422874756157, 0.6882070200517774, 0.787426576949656, 0.881459872238338, 0.8077303683385253, 0.8708561901003122, 0.813458189368248, 0.738035618327558, 0.697159699164331, 0.813264824450016, 0.6251670271158218, 0.881180027499795, 0.6614228887483478, 0.7046120464801788, 0.8828175654634833, 0.77163668256253, 0.8686387753114104, 0.7899984875693917, 0.7883296385407448, 0.8459724206477404, 0.8989446214400232, 0.8406637078151107, 0.8234435319900513, 0.8535304302349687, 0.8849594807252288, 0.8171704560518265, 0.6201421413570642, 0.8615440037101507, 0.8551820423454046, 0.8703801166266203, 0.7180979158729315, 0.5265984013676643, 0.4605568237602711, 0.8284703339450061, 0.6582012735307217, 0.7182750143110752, 0.8335724994540215, 0.8256084946915507, 0.9077817667275667, 0.849002180621028, 0.8524483041837811, 0.858250948600471, 0.7522646030411124, 0.7709694756194949, 0.8500721463933587, 0.8225066773593426]"
1,Donald Trump,"[0.10281634330749512, 0.4262206368148327, -0.46614864841103554, 0.39966123551130295, 0.3638398088514805, 0.8349629393778741, 0.34615969099104404, -0.16614147275686264, 0.5322965122759342, 0.012262865900993347, 0.6243962198495865, -0.2698766440153122, 0.2930273115634918, 0.6290587019175291, 0.4938093591481447, 0.4069886766374111, 0.5948697086423635, 0.4045359715819359, 0.6005483232438564, 0.20809896290302277, 0.5307959653437138, 0.6681265812367201, 0.43627704679965973, 0.14510858058929443, 0.03318475931882858, 0.39301805198192596, 0.5258976649492979, 0.2290019914507866, 0.15250639617443085, 0.5600957721471786, 0.2272575944662094, 0.396790636703372, 0.326129712164402, 0.2089523822069168, -0.15086354315280914, 0.6602716129273176, 0.828025920316577, -0.2748083248734474, 0.5336576141417027, 0.30488804541528225, 0.28621087968349457, 0.27268509194254875, -0.01803891360759735, 0.5980822425335646, 0.6287323422729969, 0.5109951924532652, 0.05109184980392456, 0.16510386019945145, 0.6450596712529659, 0.1143767237663269, 0.27549923956394196, 0.49900547601282597, 0.5767249017953873, 0.7283878019079566, 0.12137653678655624, 0.34751949831843376, 0.2419055439531803, 0.5222377730533481, 0.3118181563913822, 0.8740941677242517, -0.017034336924552917, 0.3893311396241188, 0.11558067798614502, 0.3136106990277767, 0.39086924493312836, 0.41596642322838306, 0.6759269889444113, 0.2161848321557045, 0.46593037992715836, 0.12289781868457794, 0.33886175602674484, 0.40883802250027657, 0.7227991316467524, 0.23105410486459732, 0.2015569880604744, 0.5358321648091078, 0.7835025815293193, 0.26375613920390606, 0.6715376125648618, 0.5016179699450731, 0.2960258014500141, 0.5320875756442547, 0.006941385567188263, 0.3506999723613262, 0.6660364530980587, 0.4731275215744972, -0.04579316824674606, 0.44545359164476395, -0.2507586181163788, 0.32297416403889656, 0.7367046447470784, 0.5179405957460403, 0.37261475063860416, 0.3355056270956993, 0.3493109252303839, 0.5322134625166655, 0.3268549218773842, 0.3567387443035841, 0.14857955276966095, -0.3451787196099758]"
2,Barack Obama,"[0.9425928946584463, 0.8400666732341051, 0.8710402557626367, 0.8914230265654624, 0.9438141295686364, 0.9269347828812897, 0.9084125666413456, 0.9285126216709614, 0.9106491073034704, 0.9024507063440979, 0.9128897399641573, 0.8930245502851903, 0.894070996902883, 0.9009367730468512, 0.9202399700880051, 0.9032384841702878, 0.8831360056065023, 0.8154657240957022, 0.8328448375687003, 0.9120367974974215, 0.8322884417138994, 0.8591783093288541, 0.8837877023033798, 0.9003221914172173, 0.8411743617616594, 0.8799092331901193, 0.9073100253008306, 0.9155979375354946, 0.876748139038682, 0.8784433146938682, 0.9140475504100323, 0.6867003701627254, 0.8860303112305701, 0.8117487533017993, 0.9040010664612055, 0.919006722047925, 0.8457291787490249, 0.9376555774360895, 0.7849741615355015, 0.8392693679779768, 0.8708180882968009, 0.8152314936742187, 0.8781542275100946, 0.6679733572527766, 0.7450166903436184, 0.809345374815166, 0.8234476479701698, 0.8864669501781464, 0.8850334575399756, 0.9055033852346241, 0.859729802235961, 0.8445091862231493, 0.8698299671523273, 0.8047477444633842, 0.9122261297889054, 0.9315414191223681, 0.9445464531891048, 0.9269949211739004, 0.8494755672290921, 0.9360979304183275, 0.7491864580661058, 0.8881159210577607, 0.9054534770548344, 0.8997525991871953, 0.8826251546852291, 0.8996484624221921, 0.6791585460305214, 0.8798817321658134, 0.8613678552210331, 0.7601958885788918, 0.9265741212293506, 0.8030502432957292, 0.9110879497602582, 0.9456985774450004, 0.8670932161621749, 0.9366516973823309, 0.8705868385732174, 0.907884743064642, 0.9422285603359342, 0.9004338812083006, 0.9174477295018733, 0.8904212191700935, 0.8819002332165837, 0.9327289969660342, 0.9289886504411697, 0.8595386045053601, 0.8537398604676127, 0.9231580076739192, 0.9363002460449934, 0.9294434920884669, 0.846727785654366, 0.9227725900709629, 0.86413060920313, 0.8302160007879138, 0.9038407220505178, 0.9179785875603557, 0.8304343083873391, 0.9022393906489015, 0.8371612578630447, 0.8653573463670909]"
3,George W. Bush,"[-0.04852722957730293, 0.30222567915916443, 0.8033889774233103, 0.6099295299500227, 0.2754627615213394, 0.8372340863570571, 0.20692045986652374, 0.6964219845831394, 0.5153461862355471, 0.1755840890109539, 0.3399040699005127, -0.2072289027273655, 0.41181623935699463, 0.3837787490338087, 0.5982076097279787, 0.6477957516908646, 0.3549898713827133, 0.7641112487763166, 0.6135059036314487, 0.8136092908680439, 0.5961671359837055, 0.6803917149081826, 0.7889574244618416, 0.7925355015322566, 0.6986261419951916, 0.6519244201481342, 0.45032916963100433, 0.6575044104829431, 0.6958769336342812, 0.41899867355823517, 0.8075304925441742, 0.5746938418596983, 0.7659584246575832, 0.8666098183020949, 0.5350829046219587, 0.5078548081219196, 0.6196007672697306, 0.8684399984776974, 0.741080922074616, 0.7709695938974619, 0.7618307750672102, 0.7535649128258228, 0.6865162067115307, 0.36993422731757164, 0.665873734280467, 0.6008636988699436, 0.19053209945559502, 0.4621784873306751, -0.20658791810274124, 0.6450264398008585, 0.49269310384988785, 0.47904235403984785, 0.44150668755173683, 0.8025510627776384, -0.1559625044465065, 0.5825587417930365, 0.2736609913408756, -0.4182741791009903, 0.23742752335965633, 0.3452478498220444, 0.8083520326763391, 0.11821229010820389, -0.01056477427482605, 0.5825208015739918, 0.571004718542099, 0.20530972816050053, 0.7687606168910861, 0.7178581105545163, 0.6667646868154407, 0.7645873874425888, 0.2799469344317913, 0.6944575365632772, 0.5247210916131735, 0.791869898326695, 0.5593532994389534, 0.22598267905414104, 0.6728008408099413, 0.3961826078593731, 0.672853346914053, 0.44288537465035915, 0.3144061919301748, 0.7570899799466133, 0.523291677236557, 0.8015382336452603, 0.47549087181687355, 0.6686927927657962, 0.6894045062363148, 0.7771664541214705, 0.475168620236218, 0.40242548380047083, 0.73933688364923, 0.6091383788734674, 0.23926504142582417, 0.5036409720778465, 0.48991337046027184, 0.708534175530076, 0.39054613932967186, 0.6181508107110858, 0.6104790065437555, 0.5190480407327414]"
4,Bill Clinton,"[0.8997341254726052, 0.6954603185877204, 0.8736267131753266, 0.7221265221014619, 0.9261512481607497, 0.7897011144086719, 0.894978241994977, 0.7194197401404381, 0.7407902088016272, 0.6995638506487012, 0.4972048467025161, 0.40622921474277973, 0.7408886952325702, 0.6202867273241282, 0.6622915845364332, 0.7127061225473881, 0.8917500348761678, 0.6013575755059719, 0.687793418765068, 0.11532162874937057, 0.7549564922228456, 0.6495578549802303, 0.6254296191036701, 0.8061592448502779, 0.4963205400854349, 0.4648945815861225, 0.6714918222278357, 0.548763008788228, 0.7850255696102977, 0.6752000283449888, 0.6587193869054317, 0.8820266863331199, 0.4251629076898098, 0.47777328826487064, 0.7680143481120467, 0.8432919960469007, 0.7630068873986602, 0.8083933908492327, 0.866106343921274, 0.8871147693134844, 0.8660291619598866, 0.7732804995030165, 0.16366136819124222, 0.5232838038355112, 0.6542662493884563, 0.6235048063099384, 0.7517951307818294, 0.8838889854960144, 0.9003028958104551, 0.6041234135627747, 0.8414769573137164, 0.9053364540450275, 0.7210264140740037, 0.8424936840310693, 0.6224742475897074, 0.690984046086669, 0.7206540387123823, 0.5487771257758141, 0.8560538524761796, 0.6446528770029545, 0.8388877036049962, 0.6730057951062918, 0.8718959619291127, 0.762938086874783, 0.78856429643929, 0.8602959294803441, 0.8764992938376963, 0.5848168293014169, 0.5701443329453468, 0.8248333521187305, 0.6771466564387083, 0.5671160630881786, 0.7769001862034202, 0.8868354819715023, 0.5037008710205555, 0.8067084960639477, 0.7069930201396346, 0.880980203859508, 0.8153184931725264, 0.7857273952104151, 0.7199356751516461, 0.8424197658896446, 0.41657010093331337, 0.7024068385362625, 0.8442184142768383, 0.844625361263752, 0.7877253899350762, 0.5376900592818856, 0.7015589121729136, 0.6220981553196907, 0.4512280039489269, 0.7706747371703386, 0.4402297679334879, 0.5661336109042168, 0.7669865749776363, 0.6842545252293348, 0.8962320671416819, 0.7830019183456898, 0.6837659729644656, 0.6971532311290503]"
5,George H. W. Bush,"[0.8386577107012272, 0.8446673462167382, 0.930044749751687, 0.8778710337355733, 0.7141007510945201, 0.8563615810126066, 0.7464321237057447, 0.8068697769194841, 0.7076636161655188, 0.6188126560300589, 0.8904114859178662, 0.7311250884085894, 0.8180914018303156, 0.8591008577495813, 0.7938932636752725, 0.8561848048120737, 0.7057259771972895, 0.8175428528338671, 0.7866673972457647, 0.8480633990839124, 0.8136910786852241, 0.93173041427508, 0.8557110177353024, 0.8936490416526794, 0.847865454852581, 0.7445949446409941, 0.7046737782657146, 0.8325794897973537, 0.5089944675564766, 0.8024666951969266, 0.8078179340809584, 0.7648843824863434, 0.8655315767973661, 0.7117319721728563, 0.8425753777846694, 0.7535915030166507, 0.7228983398526907, 0.7716226000338793, 0.8284081369638443, 0.8737441441044211, 0.7911662133410573, 0.8603022210299969, 0.727883318439126, 0.6941588167101145, 0.8012361517176032, 0.8930417532101274, 0.7559112664312124, 0.8768277987837791, 0.6702471608296037, 0.8035647617653012, 0.8322722315788269, 0.5924330949783325, 0.7684659156948328, 0.8869990482926369, 0.8239045785740018, 0.8648289320990443, 0.613653652369976, 0.8254686333239079, 0.7991944048553705, 0.8697413019835949, 0.6484947316348553, 0.8306627226993442, 0.7660657409578562, 0.6775517053902149, 0.8511360110715032, 0.5463703358545899, 0.7378016421571374, 0.9412882558535784, 0.7279927656054497, 0.8804778149351478, 0.8640531627461314, 0.549341231584549, 0.8244556449353695, 0.8814710099250078, 0.7138302698731422, 0.8618224952369928, 0.8455672720447183, 0.8928837850689888, 0.8556834952905774, 0.7946004373952746, 0.7945133466273546, 0.25225130654871464, 0.8455239301547408, 0.69738551042974, 0.840482784435153, 0.7940721968188882, 0.8377991579473019, 0.8187278676778078, 0.8355121407657862, 0.8103673262521625, 0.7015029536560178, 0.25242616422474384, 0.9246621942147613, 0.5982165783643723, 0.7667576614767313, 0.6164800524711609, 0.8815453085117042, 0.8491643406450748, 0.8033181671053171, 0.889449211768806]"
6,Ronald Reagan,"[0.885583268944174, 0.7675150949507952, 0.8984183082357049, 0.7114931419491768, 0.8915430405177176, 0.6800465444102883, 0.7003572881221771, 0.6647935230284929, 0.4359512124210596, 0.8390109641477466, 0.814073839224875, 0.6418590936809778, 0.6212391732260585, 0.5168446004390717, 0.8728168676607311, 0.9178349203430116, 0.737641392275691, 0.7312509473413229, 0.6355547644197941, 0.8708807937800884, 0.8662375556305051, 0.8418559241108596, 0.8047449993900955, 0.766711981035769, 0.9535501692444086, 0.6651268862187862, 0.868356725666672, 0.814504255540669, 0.8838436282239854, 0.8934105685912073, 0.8730820789933205, 0.6927483566105366, 0.7381565598770976, 0.8575213686563075, 0.897755553945899, 0.8765809694305062, 0.7940529026091099, 0.864540078677237, 0.7961396486498415, 0.8942663846537471, 0.8635532418265939, 0.9138268362730742, 0.8124923799186945, 0.3236714340746403, 0.8041880335658789, 0.8522215206176043, 0.8945687776431441, 0.7372391074895859, 0.7934784144163132, 0.8299376303330064, 0.8020894797518849, 0.7475027311593294, 0.6192080564796925, 0.8138650991022587, 0.8793909689411521, 0.913455646019429, 0.8726325193420053, 0.6930504301562905, 0.7520614340901375, 0.9010976231656969, 0.8138970928266644, 0.7420460563153028, 0.6103340219706297, 0.6803269702941179, 0.7787342667579651, 0.8298431960865855, 0.905558499507606, 0.8991232165135443, 0.8623201306909323, 0.6960970852524042, 0.787266131490469, 0.8952443501912057, 0.9281136225908995, 0.8423129385337234, 0.733216636814177, 0.6799709480255842, 0.8653408316895366, 0.5302402814850211, 0.8535987548530102, 0.8440716010518372, 0.7485162224620581, 0.7534770034253597, 0.9220961630344391, 0.8475552732124925, 0.8658041451126337, 0.8895804272033274, 0.9005991341546178, 0.8257476184517145, 0.8657754431478679, 0.27801404893398285, 0.9277263367548585, 0.8551600649952888, 0.8591652838513255, 0.8524794992990792, 0.875460660085082, 0.606638110242784, 0.7899404000490904, 0.8903138590976596, 0.8047151789069176, 0.8036771966144443]"
7,Jimmy Carter,"[0.4593981299549341, 0.8758859490044415, 0.6719545312225819, 0.3322753347456455, 0.6699889460578561, 0.7614323990419507, 0.7716780174523592, 0.8071092870086432, 0.7482325471937656, 0.7909927507862449, 0.6826649960130453, 0.4907883806154132, 0.7789332438260317, 0.7817031405866146, 0.6604997105896473, 0.7605243851430714, 0.5737185515463352, 0.7321187658235431, 0.5423279330134392, 0.8446407769806683, 0.6892060190439224, 0.8936010589823127, 0.7958293138071895, 0.3220341205596924, 0.7368899695575237, 0.6318287421017885, 0.8038123268634081, 0.6685725254938006, 0.8052094308659434, 0.8001828724518418, 0.773516752757132, 0.65667774528265, 0.5491472166031599, 0.5717606730759144, 0.7853075256571174, 0.8435470908880234, 0.5062250979244709, 0.6853648833930492, 0.8379114074632525, 0.2578117437660694, 0.7271280055865645, 0.8825118257664144, 0.8622155645862222, 0.4442250858992338, 0.6992042679339647, 0.7814154131338, 0.8216994805261493, 0.7519049039110541, 0.6900404766201973, 0.831051210872829, 0.81866888795048, 0.755121139343828, 0.7242115698754787, 0.3589306175708771, 0.32459810748696327, 0.5935465916991234, 0.5986303165555, 0.8823467520996928, 0.7138107344508171, 0.6510778497904539, 0.5144220609217882, 0.6636245828121901, 0.5841184109449387, 0.6643995167687535, 0.8168664686381817, 0.7177036786451936, 0.7494052620604634, 0.7858226904645562, 0.7353807715699077, 0.4603995457291603, 0.713954659178853, 0.8254362605512142, 0.7977775894105434, 0.8429048908874393, 0.5709832683205605, 0.7587700011208653, 0.8433092096820474, 0.656716663390398, 0.7530010147020221, 0.6121414983645082, 0.7361878119409084, 0.7652986077591777, 0.8392426832579076, 0.8246074430644512, 0.8863092111423612, 0.7304231524467468, 0.8208832871168852, 0.7540893629193306, 0.31420372799038887, 0.6682384889572859, 0.6490470552816987, 0.581667304970324, 0.7556633930653334, 0.8692206749692559, 0.8212703382596374, 0.681804109364748, 0.905405268073082, 0.7370669608935714, 0.8714191569015384, 0.5911028608679771]"
8,Gerald Ford,"[0.7232826948165894, 0.2399749979376793, 0.20997793227434158, 0.045345671474933624, 0.7195406164973974, 0.4697406552731991, 0.8397306185215712, 0.7826740685850382, 0.539839094504714, 0.7388254879042506, 0.8005284406244755, 0.29953059926629066, 0.35891976207494736, 0.39841900020837784, 0.44239350222051144, 0.5368457231670618, 0.4642645865678787, 0.6379088535904884, 0.7653019828721881, 0.21330717206001282, 0.7390447109937668, 0.6615547724068165, 0.3473618719726801, 0.5437370482832193, 0.07438232749700546, 0.6445318097248673, 0.6172560229897499, 0.5521559566259384, 0.6693242769688368, 0.6763141062110662, 0.7548806304112077, 0.14884424209594727, 0.01327899843454361, 0.3433269299566746, 0.6181698590517044, 0.28409484028816223, 0.805902473628521, 0.4625780675560236, 0.5033628176897764, 0.3339182958006859, 0.7296607587486506, 0.4590571876615286, 0.24996989965438843, 0.5067755691707134, 0.5888643246144056, 0.3227962963283062, 0.40371134504675865, 0.43977503664791584, 0.6439460264518857, 0.05091674625873566, -0.0042922645807266235, 0.68803989328444, 0.725910940207541, 0.3887055143713951, 0.1783812791109085, 0.5436498932540417, 0.7112436480820179, 0.6639684364199638, 0.6319448072463274, 0.647553501650691, 0.232044979929924, 0.7000427599996328, 0.5251831375062466, -0.027370482683181763, 0.5581579320132732, 0.22830839827656746, 0.3488369956612587, 0.28429582715034485, 0.12074777483940125, 0.46166522800922394, 0.14438792318105698, 0.7411638144403696, 0.4422520399093628, 0.6250159535557032, 0.410870224237442, 0.7791653210297227, 0.4823177009820938, 0.5352705959230661, 0.661601485684514, 0.36007582023739815, 0.5306088216602802, 0.5270119365304708, 0.7733759852126241, 0.4641014579683542, 0.2536759749054909, 0.7242750274017453, 0.5306946896016598, 0.524706581607461, 0.663626542314887, 0.5535680465400219, 0.5787611864507198, -0.16353651136159897, 0.5049884300678968, 0.35887787118554115, 0.4438866339623928, 0.44773046486079693, 0.4245829340070486, 0.4839889854192734, 0.8207175433635712, 0.8701489018276334]"
9,Richard Nixon,"[-0.18907130882143974, -0.14138896763324738, -0.3939099255949259, -0.5098323225975037, -0.682436435483396, -0.2538263648748398, 0.0005783289670944214, -0.04837151616811752, 0.4503381997346878, -0.32121195271611214, -0.3860764279961586, 0.352728508412838, -0.5182870496064425, 0.21956096217036247, -0.7974666059017181, -0.6581994108855724, 0.04544626176357269, -0.2892537862062454, -0.3514663763344288, -0.7091348944231868, -0.29599184915423393, 0.2968573719263077, -0.2750420682132244, -0.04293063282966614, -0.2920376732945442, -0.1985657438635826, -0.15526039898395538, -0.728049473837018, -0.1916843093931675, -0.13669220358133316, -0.4438263028860092, 0.7310151215642691, -0.5505842883139849, -0.35865483805537224, 0.3702819310128689, -0.6069122087210417, 0.20610652305185795, -0.652496512979269, -0.435222826898098, 0.1276174932718277, -0.10149304568767548, -0.3881705738604069, 0.17314127832651138, 0.1394568607211113, 0.08094041049480438, 0.13791673630475998, -0.15356214344501495, 0.021783724427223206, -0.3489515781402588, -0.18535159900784492, -0.43914175033569336, -0.310643520206213, -0.026317410171031952, -0.09225424379110336, -0.3753340467810631, -0.7908096816390753, -0.6771303247660398, -0.5520068556070328, -0.29810773208737373, 0.11533508449792862, -0.6458643786609173, -0.7034088429063559, -0.1918688863515854, -0.34459468722343445, -0.2761569432914257, -0.3098535053431988, -0.4265574775636196, -0.28175298124551773, 0.005686759948730469, -0.10183288156986237, -0.3582584299147129, -0.04970173537731171, -0.6145725846290588, -0.16061047464609146, -0.7350959805771708, -0.38181348517537117, 0.2410077527165413, -0.34777145087718964, -0.6719428338110447, -0.2235756739974022, -0.7237785533070564, -0.05000869184732437, -0.3560134097933769, -0.24407781660556793, -0.1703001745045185, -0.2644022926688194, -0.3516983166337013, -0.06045876443386078, -0.2828443609178066, -0.23346669226884842, -0.5744802877306938, -0.11143141984939575, 0.2681901082396507, 0.1619507558643818, -0.41527532413601875, -0.45851200819015503, -0.40146971493959427, -0.5706811379641294, 0.10901418328285217, -0.640000706538558]"
