,name,ratings
0,Joe Biden,"[0.7154980665072799, 0.8481622515246272, 0.5304339788854122, 0.8884488614276052, 0.8323933491483331, 0.7694218726828694, 0.7565779564902186, 0.6212948681786656, 0.9476346182636917, 0.7335345549508929, 0.6115498524159193, 0.8421776378527284, 0.8032317087054253, 0.8201665403321385, 0.8876330708153546, 0.6202500276267529, 0.3344467133283615, 0.8076146245002747, 0.8075559744611382, 0.6212279200553894, 0.8781687673181295, 0.8610016331076622, 0.5392828229814768, 0.8266172725707293, 0.6195406671613455, 0.921507565304637, 0.8399757090955973, 0.9310643672943115, 0.6823523491621017, 0.44257229939103127, 0.8093929896131158, 0.8043854767456651, 0.8596462672576308, 0.8168514920398593, 0.5510417632758617, 0.8691504159942269, 0.6178120113909245, 0.7915014047175646, 0.8168466482311487, 0.7901783958077431, 0.8532399497926235, 0.9151634378358722, 0.9132961872965097, 0.8341430509462953, 0.871877858415246, 0.728593872860074, 0.8133317530155182, 0.8162465118803084, 0.6279392074793577, 0.7490708865225315, 0.8830360365100205, 0.36900078505277634, 0.7748828437179327, 0.9332456677220762, 0.8962423074990511, 0.6882064864039421, 0.7874269490130246, 0.8814601833000779, 0.807730452157557, 0.8708558958023787, 0.8134582079946995, 0.7380353305488825, 0.6971598118543625, 0.8132643438875675, 0.625166516751051, 0.8811797657981515, 0.6614228654652834, 0.7046119505539536, 0.8828176166862249, 0.7716365773230791, 0.8686387920752168, 0.7899985397234559, 0.7883298425003886, 0.8459723712876439, 0.8989443257451057, 0.8406636994332075, 0.8234433047473431, 0.8535308139398694, 0.8849593657068908, 0.8171704653650522, 0.620142406783998, 0.8615440749563277, 0.8551823454909027, 0.8703801287338138, 0.7180974446237087, 0.5265971384942532, 0.4605557508766651, 0.828470581676811, 0.6582019664347172, 0.7182751158252358, 0.8335723951458931, 0.825608441606164, 0.9077816447243094, 0.8490023091435432, 0.8524481803178787, 0.8582509532570839, 0.75226547755301, 0.7709689997136593, 0.8500717291608453, 0.822506895288825]"
1,Donald Trump,"[0.10281495749950409, 0.42621984239667654, -0.4661501310765743, 0.3996632732450962, 0.3638393245637417, 0.8349630837328732, 0.3461597114801407, -0.16614308953285217, 0.5322964638471603, 0.012263134121894836, 0.624396744184196, -0.26987752318382263, 0.2930285707116127, 0.6290589515119791, 0.4938094485551119, 0.40698770619928837, 0.5948702152818441, 0.40453577786684036, 0.6005481649190187, 0.20810046046972275, 0.5307943411171436, 0.6681261025369167, 0.4362776279449463, 0.1451079621911049, 0.03318367153406143, 0.39301697909832, 0.5258978102356195, 0.22900307551026344, 0.15250738710165024, 0.560096325352788, 0.22725871950387955, 0.39679025672376156, 0.3261299133300781, 0.20895309373736382, -0.15086355805397034, 0.6602715663611889, 0.8280258718878031, -0.2748090848326683, 0.5336556956171989, 0.30488858185708523, 0.2862100973725319, 0.2726847380399704, -0.018038496375083923, 0.598081711679697, 0.6287324447184801, 0.5109941884875298, 0.051092371344566345, 0.1651042476296425, 0.6450599748641253, 0.11437669396400452, 0.2754985876381397, 0.49900574423372746, 0.5767249669879675, 0.7283873166888952, 0.12137530744075775, 0.3475203439593315, 0.24190547317266464, 0.5222378578037024, 0.31181809678673744, 0.8740941723808646, -0.01703481376171112, 0.38933151587843895, 0.11558207869529724, 0.3136104457080364, 0.3908708766102791, 0.41596696712076664, 0.6759265828877687, 0.21618488430976868, 0.46592889726161957, 0.1228984147310257, 0.33886251226067543, 0.4088379628956318, 0.7227984666824341, 0.23105422034859657, 0.20155643671751022, 0.5358323398977518, 0.7835024110972881, 0.263756038621068, 0.6715373285114765, 0.5016180612146854, 0.29602498188614845, 0.5320864729583263, 0.006940893828868866, 0.3506998438388109, 0.6660367120057344, 0.47312745079398155, -0.04579227417707443, 0.4454539269208908, -0.2507588416337967, 0.3229731973260641, 0.7367046549916267, 0.517940005287528, 0.3726138975471258, 0.3355058953166008, 0.349310789257288, 0.5322132483124733, 0.3268543016165495, 0.3567392099648714, 0.14857926964759827, -0.3451785184442997]"
2,Barack Obama,"[0.9425928401760757, 0.8400662606582046, 0.8710402729921043, 0.8914233432151377, 0.943814143538475, 0.9269349919632077, 0.9084125666413456, 0.9285126347094774, 0.9106490481644869, 0.9024506523273885, 0.9128897553309798, 0.8930244352668524, 0.8940709494054317, 0.900936777703464, 0.920240091625601, 0.9032384841702878, 0.8831360270269215, 0.8154656058177352, 0.8328447230160236, 0.9120367411524057, 0.8322885045781732, 0.8591783279553056, 0.8837878238409758, 0.9003219516016543, 0.8411740204319358, 0.8799093812704086, 0.9073100350797176, 0.9155978187918663, 0.8767479630187154, 0.8784433319233358, 0.9140476901084185, 0.6866999017074704, 0.8860301268287003, 0.8117482177913189, 0.9040009444579482, 0.9190066093578935, 0.8457292523235083, 0.937655589543283, 0.7849738635122776, 0.8392690923064947, 0.8708179728128016, 0.8152316901832819, 0.8781545609235764, 0.6679734289646149, 0.7450165972113609, 0.8093454381451011, 0.823447544593364, 0.8864671653136611, 0.8850332242436707, 0.9055033233016729, 0.8597298106178641, 0.8445090102031827, 0.8698297929950058, 0.804747398942709, 0.912225897423923, 0.931541538098827, 0.9445463409647346, 0.9269950753077865, 0.8494759574532509, 0.9360979963093996, 0.7491870429366827, 0.8881161189638078, 0.9054530588909984, 0.8997524408623576, 0.8826253470033407, 0.8996484791859984, 0.6791590070351958, 0.8798818700015545, 0.8613678063265979, 0.7601962210610509, 0.9265741258859634, 0.8030498316511512, 0.9110882123932242, 0.9456985797733068, 0.867093107663095, 0.9366519479081035, 0.8705870257690549, 0.9078848166391253, 0.942228568252176, 0.9004337694495916, 0.917447610758245, 0.8904214315116405, 0.8819005535915494, 0.9327290020883083, 0.9289885405451059, 0.8595386212691665, 0.8537395065650344, 0.9231580309569836, 0.9363002548925579, 0.9294434995390475, 0.8467276580631733, 0.9227727181278169, 0.8641303130425513, 0.8302158312872052, 0.9038407364860177, 0.9179783505387604, 0.8304345775395632, 0.9022394013591111, 0.8371614506468177, 0.8653569975867867]"
3,George W. Bush,"[-0.048526450991630554, 0.302225224673748, 0.8033888014033437, 0.6099295541644096, 0.2754616513848305, 0.8372339578345418, 0.20691978186368942, 0.696421692147851, 0.5153461694717407, 0.17558477818965912, 0.33990392088890076, -0.2072289176285267, 0.4118153415620327, 0.3837794605642557, 0.5982053950428963, 0.6477954797446728, 0.3549885079264641, 0.7641110792756081, 0.6135050766170025, 0.8136095628142357, 0.5961668211966753, 0.6803913488984108, 0.7889577560126781, 0.7925351420417428, 0.6986268302425742, 0.6519229039549828, 0.4503283444792032, 0.657504515722394, 0.695877043530345, 0.41899788565933704, 0.807530801743269, 0.5746935904026031, 0.7659589061513543, 0.8666101396083832, 0.5350824613124132, 0.5078544747084379, 0.6196001563221216, 0.8684398261830211, 0.7410811139270663, 0.770969545468688, 0.7618308505043387, 0.7535643521696329, 0.6865159953013062, 0.369933120906353, 0.6658735312521458, 0.6008636774495244, 0.190531924366951, 0.46217746287584305, -0.20658941566944122, 0.6450261548161507, 0.492694441229105, 0.47904225438833237, 0.4415057338774204, 0.8025504602119327, -0.1559637039899826, 0.5825586039572954, 0.2736615389585495, -0.41827480494976044, 0.23742777109146118, 0.34524764120578766, 0.8083520596846938, 0.1182125061750412, -0.010565444827079773, 0.5825206823647022, 0.5710051823407412, 0.20530946552753448, 0.7687608748674393, 0.717858063057065, 0.6667652204632759, 0.7645877357572317, 0.27994609996676445, 0.6944570513442159, 0.5247212368994951, 0.7918701656162739, 0.5593526307493448, 0.22598246112465858, 0.6728008277714252, 0.3961828462779522, 0.672853784635663, 0.44288547337055206, 0.3144054710865021, 0.7570907566696405, 0.5232916679233313, 0.8015377623960376, 0.4754887595772743, 0.6686927629634738, 0.6894042994827032, 0.7771668378263712, 0.4751691296696663, 0.4024257231503725, 0.7393364673480392, 0.6091384012252092, 0.23926457203924656, 0.503640927374363, 0.4899122007191181, 0.7085339035838842, 0.39054619520902634, 0.618150407448411, 0.6104788221418858, 0.5190474577248096]"
4,Bill Clinton,"[0.8997340211644769, 0.6954605579376221, 0.8736266088671982, 0.7221260359510779, 0.926151433493942, 0.789700991474092, 0.8949785721488297, 0.7194192931056023, 0.740790075622499, 0.6995640704408288, 0.4972055032849312, 0.40622870065271854, 0.7408886374905705, 0.6202865801751614, 0.6622920446097851, 0.7127065164968371, 0.8917498700320721, 0.6013569049537182, 0.6877927221357822, 0.11532137170433998, 0.7549563962966204, 0.6495581939816475, 0.6254298212006688, 0.8061593072488904, 0.49631778709590435, 0.46489316690713167, 0.6714923903346062, 0.5487620672211051, 0.7850252082571387, 0.6751999724656343, 0.6587196663022041, 0.8820270132273436, 0.42516279220581055, 0.4777721967548132, 0.7680146051570773, 0.8432921981438994, 0.763007041066885, 0.8083936497569084, 0.866106410510838, 0.8871147781610489, 0.8660293556749821, 0.7732801325619221, 0.16366146504878998, 0.523284774273634, 0.654265645891428, 0.6235055457800627, 0.7517951028421521, 0.8838888080790639, 0.9003028338775039, 0.6041226349771023, 0.84147684648633, 0.9053364000283182, 0.7210264783352613, 0.8424938898533583, 0.6224740762263536, 0.6909836968407035, 0.7206536643207073, 0.5487771015614271, 0.8560539353638887, 0.6446517910808325, 0.8388873003423214, 0.6730059878900647, 0.8718959139660001, 0.7629373716190457, 0.7885638931766152, 0.8602960775606334, 0.8764989976771176, 0.5848167017102242, 0.5701445797458291, 0.8248334839008749, 0.6771458704024553, 0.567115779966116, 0.7769002048298717, 0.8868356631137431, 0.5037010852247477, 0.8067082138732076, 0.7069928618147969, 0.8809802224859595, 0.8153188722208142, 0.7857276992872357, 0.7199366698041558, 0.8424202706664801, 0.41657099314033985, 0.7024063346907496, 0.8442182927392423, 0.8446250148117542, 0.7877252856269479, 0.5376902427524328, 0.7015584921464324, 0.6220986563712358, 0.4512284714728594, 0.7706747455522418, 0.44023023173213005, 0.5661343187093735, 0.7669868906959891, 0.6842553745955229, 0.8962320648133755, 0.7830013101920485, 0.6837663957849145, 0.6971532311290503]"
5,George H. W. Bush,"[0.8386579267680645, 0.844667169265449, 0.9300448261201382, 0.8778709219768643, 0.7141008973121643, 0.8563616126775742, 0.7464323239400983, 0.8068697955459356, 0.7076634773984551, 0.6188123002648354, 0.8904114961624146, 0.7311246497556567, 0.8180912910029292, 0.8591009378433228, 0.79389329534024, 0.8561849417164922, 0.7057255581021309, 0.8175428891554475, 0.7866673581302166, 0.8480632314458489, 0.8136909231543541, 0.9317302997224033, 0.8557111006230116, 0.893648992292583, 0.8478655815124512, 0.7445945497602224, 0.7046738769859076, 0.83257956802845, 0.5089929271489382, 0.8024666598066688, 0.807818366214633, 0.7648843917995691, 0.8655318170785904, 0.7117322226986289, 0.8425756394863129, 0.753591338172555, 0.7228980641812086, 0.7716220486909151, 0.8284077495336533, 0.873743730597198, 0.7911660950630903, 0.8603023057803512, 0.7278836201876402, 0.6941590644419193, 0.8012361908331513, 0.8930418416857719, 0.7559112906455994, 0.8768276255577803, 0.6702473154291511, 0.8035648027434945, 0.8322725603356957, 0.5924336221069098, 0.7684654612094164, 0.886999199166894, 0.8239046195521951, 0.8648288734257221, 0.6136541813611984, 0.8254690999165177, 0.7991943079978228, 0.8697413252666593, 0.6484946627169847, 0.8306623725220561, 0.7660660464316607, 0.6775515172630548, 0.851135834120214, 0.5463683865964413, 0.7378018526360393, 0.9412882626056671, 0.7279923502355814, 0.8804779471829534, 0.8640529941767454, 0.5493407137691975, 0.8244555909186602, 0.8814710797742009, 0.7138296123594046, 0.8618225054815412, 0.8455674899742007, 0.8928839219734073, 0.8556835101917386, 0.7946002846583724, 0.7945132711902261, 0.25225132144987583, 0.8455241350457072, 0.6973854601383209, 0.8404826018959284, 0.7940722145140171, 0.8377992939203978, 0.8187279747799039, 0.8355121528729796, 0.810367526486516, 0.7015032218769193, 0.25242624804377556, 0.9246623874641955, 0.5982159860432148, 0.7667570654302835, 0.616478918120265, 0.8815454361028969, 0.8491641636937857, 0.8033182108774781, 0.8894494641572237]"
6,Ronald Reagan,"[0.8855828540399671, 0.767515548504889, 0.8984183184802532, 0.7114928644150496, 0.8915428095497191, 0.6800461784005165, 0.7003566771745682, 0.6647926103323698, 0.4359518997371197, 0.8390107797458768, 0.8140741344541311, 0.6418587919324636, 0.6212396686896682, 0.5168448053300381, 0.8728166935034096, 0.9178349203430116, 0.7376409284770489, 0.731250524520874, 0.6355543220415711, 0.8708804389461875, 0.8662377423606813, 0.841855937615037, 0.80474544595927, 0.7667116867378354, 0.9535503028891981, 0.6651269644498825, 0.8683569063432515, 0.8145043961703777, 0.8838437586091459, 0.8934106272645295, 0.8730822135694325, 0.6927483938634396, 0.7381563391536474, 0.8575213686563075, 0.8977555623278022, 0.8765808660537004, 0.7940527461469173, 0.8645397759974003, 0.7961394153535366, 0.8942664535716176, 0.8635532557964325, 0.9138268530368805, 0.8124919626861811, 0.32367000356316566, 0.8041882300749421, 0.8522217748686671, 0.8945686034858227, 0.7372391298413277, 0.7934786854311824, 0.8299372419714928, 0.8020894983783364, 0.7475031754001975, 0.6192074613645673, 0.8138653729110956, 0.8793908627703786, 0.9134555873461068, 0.8726322194561362, 0.6930501367896795, 0.7520616492256522, 0.9010978234000504, 0.8138968595303595, 0.7420459473505616, 0.6103338114917278, 0.6803268548101187, 0.7787344744428992, 0.8298432668671012, 0.9055585102178156, 0.8991229855455458, 0.8623205088078976, 0.6960966773331165, 0.7872665841132402, 0.8952442579902709, 0.9281135099008679, 0.8423131825402379, 0.7332162242382765, 0.6799714406952262, 0.8653407865203917, 0.5302405683323741, 0.8535990337841213, 0.8440714268945158, 0.7485150378197432, 0.7534772623330355, 0.9220961630344391, 0.8475551176816225, 0.86580427037552, 0.8895805575884879, 0.9005990428850055, 0.8257478224113584, 0.8657754510641098, 0.2780134081840515, 0.9277265989221632, 0.8551599085330963, 0.859165471047163, 0.8524793805554509, 0.8754606861621141, 0.6066379547119141, 0.7899399325251579, 0.8903138665482402, 0.8047145456075668, 0.803677087649703]"
7,Jimmy Carter,"[0.45939856115728617, 0.8758855913765728, 0.671954732388258, 0.3322746194899082, 0.669989850372076, 0.7614325536414981, 0.7716775415465236, 0.8071093140169978, 0.7482323236763477, 0.7909929985180497, 0.6826642565429211, 0.49078852217644453, 0.7789333779364824, 0.7817030334845185, 0.6604992840439081, 0.760524207726121, 0.5737187601625919, 0.7321187658235431, 0.5423280755057931, 0.8446403597481549, 0.6892062118276954, 0.8936011977493763, 0.7958295065909624, 0.32203367352485657, 0.7368896612897515, 0.631829246878624, 0.8038118379190564, 0.6685726596042514, 0.8052092716097832, 0.800183062441647, 0.7735164416953921, 0.6566779455170035, 0.5491470918059349, 0.5717604625970125, 0.7853074176236987, 0.843547385185957, 0.5062259286642075, 0.6853647772222757, 0.8379115033894777, 0.25781145319342613, 0.727127680554986, 0.8825118257664144, 0.8622154565528035, 0.4442247524857521, 0.6992037231102586, 0.7814153134822845, 0.821699452586472, 0.7519049309194088, 0.6900402754545212, 0.8310512015596032, 0.8186687799170613, 0.7551211421377957, 0.7242116518318653, 0.3589313607662916, 0.3245985396206379, 0.5935467388480902, 0.5986301228404045, 0.8823468284681439, 0.713810509070754, 0.651078556664288, 0.5144226904958487, 0.663623996078968, 0.5841185748577118, 0.6643990781158209, 0.8168667908757925, 0.7177035668864846, 0.7494053980335593, 0.7858227137476206, 0.7353805210441351, 0.4603995457291603, 0.7139554247260094, 0.8254360239952803, 0.7977776704356074, 0.842904913239181, 0.5709827076643705, 0.7587701380252838, 0.8433091542683542, 0.6567166047170758, 0.7530018929392099, 0.6121418420225382, 0.7361882096156478, 0.7652987074106932, 0.8392426902428269, 0.8246074635535479, 0.8863093601539731, 0.7304230611771345, 0.8208831697702408, 0.7540896348655224, 0.3142038770020008, 0.6682385411113501, 0.649046991020441, 0.581667447462678, 0.7556629069149494, 0.8692209236323833, 0.8212705105543137, 0.6818036884069443, 0.9054051535204053, 0.7370670363306999, 0.8714190302416682, 0.5911031812429428]"
8,Gerald Ford,"[0.723282827064395, 0.23997461795806885, 0.20997778326272964, 0.04534556716680527, 0.7195394560694695, 0.4697393737733364, 0.8397304695099592, 0.7826742036268115, 0.5398381967097521, 0.7388255065307021, 0.8005290068686008, 0.2995299231261015, 0.35891909152269363, 0.39841923862695694, 0.44239277951419353, 0.5368456561118364, 0.4642653092741966, 0.6379079092293978, 0.7653017602860928, 0.2133074775338173, 0.7390440460294485, 0.6615535598248243, 0.3473621066659689, 0.5437368545681238, 0.07438177615404129, 0.6445319158956409, 0.6172557584941387, 0.5521552637219429, 0.6693242471665144, 0.676314078271389, 0.7548803905956447, 0.14884387329220772, 0.013278305530548096, 0.34332631528377533, 0.6181692555546761, 0.2840935215353966, 0.8059023302048445, 0.46257829666137695, 0.503363598138094, 0.33391864225268364, 0.7296607252210379, 0.4590571280568838, 0.24996884167194366, 0.5067748986184597, 0.5888636503368616, 0.32279619947075844, 0.40371115505695343, 0.4397739376872778, 0.643945430405438, 0.05091705173254013, -0.004294216632843018, 0.6880395729094744, 0.7259097397327423, 0.3887050338089466, 0.1783808320760727, 0.5436490438878536, 0.711243586614728, 0.663969025015831, 0.6319445744156837, 0.6475530285388231, 0.2320435866713524, 0.7000423464924097, 0.5251820422708988, -0.027370795607566833, 0.55815683118999, 0.22830795496702194, 0.3488367907702923, 0.28429579734802246, 0.12074704468250275, 0.4616651087999344, 0.14438795670866966, 0.7411637622863054, 0.44225071370601654, 0.6250158920884132, 0.4108697548508644, 0.7791654085740447, 0.48231638595461845, 0.535270094871521, 0.6616011261940002, 0.3600742034614086, 0.5306083746254444, 0.5270122494548559, 0.7733761249110103, 0.4641011171042919, 0.25367625430226326, 0.7242746101692319, 0.5306945741176605, 0.5247061364352703, 0.663626897148788, 0.5535678043961525, 0.5787605699151754, -0.16353638470172882, 0.5049876496195793, 0.35887736454606056, 0.44388578832149506, 0.447730116546154, 0.42458236403763294, 0.48398926481604576, 0.8207181692123413, 0.8701488021761179]"
9,Richard Nixon,"[-0.18907086923718452, -0.1413901224732399, -0.3939104061573744, -0.5098323710262775, -0.6824366357177496, -0.2538277953863144, 0.0005780309438705444, -0.04837056249380112, 0.45033819042146206, -0.3212123475968838, -0.38607604801654816, 0.35272862017154694, -0.5182862598448992, 0.21956084668636322, -0.7974666273221374, -0.658199779689312, 0.04544810950756073, -0.2892528474330902, -0.3514672927558422, -0.7091342722997069, -0.2959912270307541, 0.29685695096850395, -0.2750423029065132, -0.04292990267276764, -0.29203658178448677, -0.19856667518615723, -0.1552603393793106, -0.7280494049191475, -0.1916840448975563, -0.13669274002313614, -0.4438277669250965, 0.731015270575881, -0.550583828240633, -0.35865386947989464, 0.37028075009584427, -0.6069123428314924, 0.20610607229173183, -0.6524964068084955, -0.4352228157222271, 0.1276177614927292, -0.10149294137954712, -0.38816996291279793, 0.17314085736870766, 0.13945775479078293, 0.080940380692482, 0.13791720569133759, -0.15356186032295227, 0.021783381700515747, -0.34895045682787895, -0.18535254523158073, -0.4391416124999523, -0.3106432221829891, -0.026317112147808075, -0.09225409477949142, -0.37533386051654816, -0.7908093659207225, -0.6771304532885551, -0.552007507532835, -0.2981073148548603, 0.11533483862876892, -0.6458636429160833, -0.703409232199192, -0.19186867028474808, -0.3445948213338852, -0.2761565074324608, -0.3098529949784279, -0.42655836790800095, -0.2817530632019043, 0.005687043070793152, -0.10183229297399521, -0.35825925692915916, -0.0497022420167923, -0.6145728323608637, -0.16061019152402878, -0.7350960606709123, -0.3818143606185913, 0.24100814014673233, -0.34777069091796875, -0.6719434335827827, -0.22357548028230667, -0.7237788494676352, -0.050009168684482574, -0.3560125082731247, -0.24407878518104553, -0.17029963806271553, -0.26440152153372765, -0.35169924423098564, -0.060458868741989136, -0.2828431762754917, -0.2334655299782753, -0.5744804199784994, -0.11143121868371964, 0.2681896612048149, 0.1619502417743206, -0.4152757190167904, -0.4585119038820267, -0.40146947279572487, -0.570681294426322, 0.1090141087770462, -0.6399996895343065]"
